benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--md--raid456.ko-entry_point.cil.out.c,SVC,OK,394.3819142,394.4871031,67801088,OK,532.8651353,135.0643484,104058880,2.920734508
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--raid456.ko-entry_point.cil.out.c,SVC,OK,392.6154837,392.8165285,68800512,OK,502.3636766,126.4353215,95727616,3.106857512
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--ixgbe--ixgbe.ko-entry_point.cil.out.c,SVC,OK,379.1384048,379.1752801,140173312,OK,481.5316609,124.5636357,155877376,3.044028685
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--ixgbe--ixgbe.ko-entry_point.cil.out.c,SVC,OK,376.5775229,376.6092957,140460032,OK,471.3196419,122.8334394,159121408,3.066016042
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--ixgbe--ixgbe.ko-entry_point.cil.out.c,SVC,OK,374.4671977,374.4977059,139055104,OK,470.294746,125.427441,158093312,2.985771717
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,348.3158079,348.3656344,64569344,OK,432.7850097,129.4472013,71983104,2.691179346
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,344.5752293,344.6009341,64606208,OK,441.7294008,131.3217742,76730368,2.624095937
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,343.5602667,343.7028029,63430656,OK,432.0498267,133.1078461,71151616,2.582137815
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,343.6523503,343.686915,64716800,OK,431.8887168,131.2034046,74809344,2.619496925
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-emulex-benet-be2net.cil.c,SVC,OK,343.2059851,343.5176647,63426560,OK,436.9219272,129.7293131,71192576,2.647957169
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,339.9390653,340.1115862,115785728,OK,409.4081496,120.1096025,130965504,2.831676894
ldv-challenges/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,338.3523321,338.3846177,118300672,OK,421.2870548,125.095575,133337088,2.705008692
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,335.5667319,335.6488903,116011008,OK,409.530206,119.4914011,129634304,2.80897945
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,332.7781698,332.8113263,117202944,OK,425.2503186,124.4737021,132632576,2.673748114
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-intel-e1000-e1000.cil.c,SVC,OK,328.8990431,329.1980967,115724288,OK,417.0084543,120.0609359,130777088,2.741925125
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,309.3121555,309.4438258,73367552,OK,428.4528676,135.8400009,88399872,2.278002235
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,309.2851031,309.333812,73961472,OK,445.3254029,141.9769009,88686592,2.178761545
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,309.0893722,309.1767038,75198464,OK,459.4915549,146.3420969,90292224,2.112698331
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,305.2210398,305.2650799,75390976,OK,437.4351898,142.8678908,89706496,2.136694803
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,254.1283605,257.2266465,111706112,OK,331.9056556,105.6710402,62087168,2.434220823
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,255.4456283,255.7009576,57368576,OK,343.3603951,108.7967466,63971328,2.350262904
ldv-validator-v0.8/linux-stable-1575714-1-150_1a-drivers--net--wireless--b43--b43.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,251.7628068,251.829476,104706048,OK,384.1264535,139.8035196,117784576,1.801309986
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--net--ethernet--qlogic--qlge--qlge.ko.cil.c,SVC,OK,246.1462686,246.2078829,60649472,OK,342.141718,110.0609457,66379776,2.237014059
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-sfc-sfc.cil.c,SVC,OK,244.1430671,244.1749609,158027776,OK,301.12319,77.76581918,199811072,3.139875121
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-sfc-sfc.cil.c,SVC,OK,243.4960441,243.5239495,158035968,OK,304.3265048,78.86412064,197816320,3.08789279
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--md--dm-cache.ko-entry_point.cil.out.c,SVC,OK,229.2104816,229.2399417,62484480,OK,295.9119264,76.09450807,71311360,3.012568811
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--dm-cache.ko-entry_point.cil.out.c,SVC,OK,226.6157828,226.7133265,63430656,OK,292.9224446,75.38054778,72925184,3.007583961
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--dm-cache.ko-entry_point.cil.out.c,SVC,OK,222.5574432,222.5860502,62214144,OK,282.6686771,72.89544873,71544832,3.053497222
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,218.9847298,219.3679115,67985408,OK,285.1358864,129.9250849,73859072,1.688418458
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--iwlwifi--iwlwifi.ko-entry_point.cil.out.c,SVC,OK,210.7816362,210.9376136,130682880,OK,395.2781822,167.6466899,141369344,1.258227131
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--iwlwifi--iwlwifi.ko-entry_point.cil.out.c,SVC,OK,209.1937444,209.2271904,129208320,OK,401.8208382,168.7983843,141262848,1.239509438
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--fusbh200-hcd.ko-entry_point.cil.out.c,SVC,OK,208.0351443,208.0664285,47427584,OK,358.4509515,169.4721731,48504832,1.227732109
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--host--fotg210-hcd.ko-entry_point.cil.out.c,SVC,OK,207.5177056,207.5472391,47546368,OK,356.5636889,168.0287136,49213440,1.235189121
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--cavium--liquidio--liquidio.ko-entry_point.cil.out.c,SVC,OK,204.7463096,207.4688038,117256192,OK,267.2631207,69.15521918,64110592,3.000045496
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--fotg210-hcd.ko-entry_point.cil.out.c,SVC,OK,207.0322067,207.0627285,47034368,OK,358.0172844,168.251742,48705536,1.230672123
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-sfc-sfc.cil.c,SVC,OK,206.5067085,206.632638,155619328,OK,257.7887685,67.02173661,193306624,3.083068993
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-sfc-sfc.cil.c,SVC,OK,203.3172919,203.4476584,156712960,OK,254.4371246,66.06670782,200159232,3.079427826
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-sfc-sfc.cil.c,SVC,OK,202.7594464,203.131321,155656192,OK,255.8663304,66.52455794,190779392,3.053478705
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,201.6826684,201.9188607,66793472,OK,282.400804,128.4946335,72916992,1.571418628
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,200.9901183,201.1293892,68288512,OK,285.3104742,130.2070921,73945088,1.544688433
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,200.7290664,200.7556164,67989504,OK,273.3348539,124.3463717,73826304,1.614487127
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--cavium--liquidio--liquidio.ko-entry_point.cil.out.c,SVC,OK,200.5909187,200.6220036,59740160,OK,264.779063,68.22237605,62660608,2.940706777
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-media-pci-saa7164-saa7164.cil.c,SVC,OK,198.4583952,198.6388713,66830336,OK,281.8584324,128.2016673,72802304,1.549425023
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,176.9331606,177.0712464,76652544,OK,210.4388269,169.3208628,75227136,1.045773353
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--infiniband--hw--mlx5--mlx5_ib.ko-entry_point.cil.out.c,SVC,OK,172.3449765,172.4654891,62029824,OK,234.1487497,60.96215252,72761344,2.829058391
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,172.2132731,172.3882012,74428416,OK,193.6264919,158.6161948,72994816,1.086825979
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--hw--mlx5--mlx5_ib.ko-entry_point.cil.out.c,SVC,OK,170.1425429,170.266199,60063744,OK,236.1454109,61.30684114,71344128,2.777278944
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,164.812746,164.8381912,77193216,OK,202.5964376,165.9444305,75223040,0.9933336764
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rtlwifi--rtl8821ae--rtl8821ae.ko-entry_point.cil.out.c,SVC,OK,164.4991144,164.5214783,112017408,OK,236.9444852,62.85742901,139702272,2.617375239
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--mediatek--mt7601u--mt7601u.ko-entry_point.cil.out.c,SVC,OK,163.4990177,163.6639675,63041536,OK,227.421809,76.52614606,69931008,2.138667317
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--rtlwifi--rtl8821ae--rtl8821ae.ko-entry_point.cil.out.c,SVC,OK,162.2670881,162.3715515,111878144,OK,236.5459372,62.69029112,139423744,2.59005898
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,162.2481809,162.2777513,74018816,OK,193.8385386,158.5176612,72859648,1.023720323
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,160.672748,160.9481645,73265152,OK,194.0583039,159.5604833,71933952,1.008696898
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--infiniband--ulp--ipoib--ib_ipoib.ko-entry_point.cil.out.c,SVC,OK,160.8111173,160.9142653,65142784,OK,239.5787024,85.99948402,74264576,1.871107334
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--mediatek--mt7601u--mt7601u.ko-entry_point.cil.out.c,SVC,OK,160.6683477,160.6997677,61902848,OK,225.7982186,72.53835337,67792896,2.215376559
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--rtl8821ae--rtl8821ae.ko-entry_point.cil.out.c,SVC,OK,158.5814656,158.6182161,111341568,OK,229.471949,60.49319544,141680640,2.622083608
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--lustre--lustre--llite--lustre.ko-entry_point.cil.out.c,SVC,OK,157.8782559,158.1261053,166477824,OK,193.8628178,51.23831031,190398464,3.086091331
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--ulp--ipoib--ib_ipoib.ko-entry_point.cil.out.c,SVC,OK,157.6191355,157.6723316,64958464,OK,242.3640989,86.52506412,72916992,1.822273502
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,157.0227553,157.0478704,55844864,OK,201.0416861,54.30324503,65474560,2.892053142
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,153.6793673,153.7777467,56745984,OK,201.6847162,54.24975075,66756608,2.834625866
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,153.5764191,153.7555141,56209408,OK,203.7493737,55.39357507,63885312,2.775692198
ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--broadcom--tg3.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,153.6656284,153.7015096,74313728,OK,191.8425478,49.05967457,91684864,3.132950044
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--chelsio--cxgb3--cxgb3.ko-entry_point.cil.out.c,SVC,OK,152.0294749,152.0657309,85549056,OK,213.0295294,69.6656532,93605888,2.182793442
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,151.0187283,151.3865883,56291328,OK,201.129086,54.96331096,67493888,2.754320757
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--ath--wil6210--wil6210.ko-entry_point.cil.out.c,SVC,OK,150.4975483,150.5253794,106733568,OK,179.3376857,46.49832434,122527744,3.237221588
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-b43legacy-b43legacy.cil.c,SVC,OK,149.8078127,150.0127549,65495040,OK,241.2830686,120.5527425,72200192,1.244374469
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--chelsio--cxgb3--cxgb3.ko-entry_point.cil.out.c,SVC,OK,149.7669201,149.8037645,84893696,OK,209.1703572,70.87104663,93798400,2.113751265
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-qlogic-qlge-qlge.cil.c,SVC,OK,148.904285,148.9673272,55685120,OK,199.8141577,54.05902251,64839680,2.755642264
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--ath--wil6210--wil6210.ko-entry_point.cil.out.c,SVC,OK,148.3557037,148.4065981,104402944,OK,183.7235728,47.76635777,120041472,3.106927239
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--chelsio--cxgb3--cxgb3.ko-entry_point.cil.out.c,SVC,OK,147.6031846,147.627385,82841600,OK,213.5853488,69.25308552,91312128,2.131708412
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-b43legacy-b43legacy.cil.c,SVC,OK,146.1679917,146.2808295,65126400,OK,241.7408196,121.4085544,71368704,1.204864272
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--qla4xxx--qla4xxx.ko.cil.c,SVC,OK,146.1950873,146.2605828,111058944,OK,217.2272197,109.4465539,115548160,1.336365354
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--thunderbolt--thunderbolt.ko-entry_point.cil.out.c,SVC,OK,145.7537118,145.779603,45600768,OK,192.4756844,106.2894778,53309440,1.371533721
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-b43legacy-b43legacy.cil.c,SVC,OK,143.9862137,144.0882338,65789952,OK,241.6261874,120.5591071,72577024,1.19516673
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-b43legacy-b43legacy.cil.c,SVC,OK,141.5347365,141.5754219,67891200,OK,239.4598619,119.4414702,73121792,1.185312116
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--media--pci--ivtv--ivtv.ko-entry_point.cil.out.c,SVC,OK,132.8222627,141.4188655,179232768,OK,179.0105839,105.1834243,107442176,1.344497638
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-b43legacy-b43legacy.cil.c,SVC,OK,140.8851028,140.9038852,67993600,OK,242.7217385,121.1327678,72908800,1.163218572
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--thunderbolt--thunderbolt.ko-entry_point.cil.out.c,SVC,OK,136.2676725,136.3236309,44183552,OK,179.0984626,94.59877199,51965952,1.441071887
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--isdn--i4l--isdn.ko-entry_point.cil.out.c,SVC,OK,134.534668,134.7051891,71806976,OK,173.5452823,45.37214358,83210240,2.968896298
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-i40e-i40e.cil.c,SVC,OK,125.1386229,125.3770465,91680768,OK,175.4155464,54.99994976,104497152,2.279584746
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-i40e-i40e.cil.c,SVC,OK,122.9360806,122.9632376,92536832,OK,171.9143675,56.31246409,105385984,2.183588297
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--megaraid--megaraid_sas.ko-entry_point.cil.out.c,SVC,OK,122.3962813,122.414849,63311872,OK,153.3849819,41.93264285,76001280,2.919321098
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-i40e-i40e.cil.c,SVC,OK,122.215621,122.2409788,91467776,OK,154.3356738,42.82769428,104624128,2.854250756
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-i40e-i40e.cil.c,SVC,OK,121.7111245,121.85761,92643328,OK,170.4982041,53.78041997,105058304,2.265835969
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-i40e-i40e.cil.c,SVC,OK,121.5566228,121.6785881,91361280,OK,152.6361232,41.98137197,104218624,2.898394751
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--md--raid456.ko.cil.c,SVC,OK,118.0176545,118.0471974,61079552,OK,170.0360421,47.72027829,75399168,2.473732376
ldv-commit-tester/m0_drivers-scsi-gdth-ko--111_1a--5934df9-1.c,SVC,OK,112.3117153,112.4052579,46739456,OK,166.5793542,44.67512566,52723712,2.516059133
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--oxu210hp-hcd.ko-entry_point.cil.out.c,SVC,OK,110.3644399,110.398439,43622400,OK,144.9053724,37.99077626,51585024,2.905927435
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--iwlwifi--dvm--iwldvm.ko-entry_point.cil.out.c,SVC,OK,108.0165236,108.150024,123375616,OK,132.1686725,35.09251331,137142272,3.081854612
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--host--oxu210hp-hcd.ko-entry_point.cil.out.c,SVC,OK,107.4597116,107.48917,43515904,OK,134.6363117,34.80086742,50352128,3.088692265
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--host--oxu210hp-hcd.ko-entry_point.cil.out.c,SVC,OK,107.3284136,107.3524377,43765760,OK,145.5501173,38.25416295,51003392,2.806294255
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--iwlwifi--dvm--iwldvm.ko-entry_point.cil.out.c,SVC,OK,106.7642163,106.793186,121651200,OK,134.0405282,35.42548766,136810496,3.014586194
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-media-pci-cx25821-cx25821.cil.c,SVC,OK,105.4357465,105.5202889,49889280,OK,159.0229151,57.36534182,49266688,1.839443218
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rtlwifi--rtl8723ae--rtl8723ae.ko-entry_point.cil.out.c,SVC,OK,104.9408338,104.9730489,92770304,OK,136.1259354,38.10180357,125366272,2.755067715
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-media-pci-cx25821-cx25821.cil.c,SVC,OK,104.4409268,104.4683987,50155520,OK,179.7769459,59.73554829,49623040,1.748848075
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-pci-cx25821-cx25821.cil.c,SVC,OK,104.1104225,104.1393668,50049024,OK,124.447134,60.15182449,49364992,1.731275279
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--rtl8723ae--rtl8723ae.ko-entry_point.cil.out.c,SVC,OK,103.9180146,103.9457508,91672576,OK,141.6519974,40.03005065,122982400,2.596692962
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--rtlwifi--rtl8723ae--rtl8723ae.ko-entry_point.cil.out.c,SVC,OK,103.695624,103.8963335,92524544,OK,138.0561027,38.95283663,125673472,2.667234084
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-pci-cx25821-cx25821.cil.c,SVC,OK,102.1110977,102.4546194,50577408,OK,146.3712243,57.77209875,49668096,1.77342734
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-media-pci-cx25821-cx25821.cil.c,SVC,OK,101.9412804,101.9944538,50393088,OK,133.8778578,58.22935442,49262592,1.751598567
ldv-validator-v0.8/linux-stable-8a9f335-1-32_7a-drivers--net--wireless--ath--carl9170--carl9170.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,97.78108349,97.80555459,76124160,OK,137.0576013,59.35017926,87814144,1.64794034
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--chelsio--cxgb4--cxgb4.ko-entry_point.cil.out.c,SVC,OK,96.02314102,96.05858184,109137920,OK,121.5384375,35.51231615,119918592,2.704937111
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--chelsio--cxgb4--cxgb4.ko-entry_point.cil.out.c,SVC,OK,95.37039632,95.40601106,108244992,OK,122.4374123,34.61208108,119398400,2.756436715
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--lustre--lustre--osc--osc.ko-entry_point.cil.out.c,SVC,OK,87.36452169,87.46832173,102535168,OK,147.6463019,67.69575317,118751232,1.292079896
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,84.66672617,87.28995638,177246208,OK,112.0910501,30.82818976,132268032,2.831497959
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,83.73365184,83.76405838,120696832,OK,110.1692208,30.56864947,130916352,2.740194932
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,83.59287873,83.62100202,119296000,OK,110.3253386,30.29895103,130166784,2.759864589
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,83.49181881,83.54441915,118931456,OK,111.7326398,30.95548479,129019904,2.698856752
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,83.35863851,83.39084164,119197696,OK,111.1334483,30.30815425,130560000,2.751432534
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--xhci-hcd.ko-entry_point.cil.out.c,SVC,OK,82.20356041,82.24820774,89341952,OK,102.4650737,27.16428407,101904384,3.027806937
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--host--xhci-hcd.ko-entry_point.cil.out.c,SVC,OK,81.89268249,81.92253986,89808896,OK,98.27895839,26.08313898,101892096,3.140823653
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--be2iscsi--be2iscsi.ko-entry_point.cil.out.c,SVC,OK,81.16748323,81.29690153,66576384,OK,98.25553014,28.324405,81453056,2.87020686
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-chelsio-cxgb4-cxgb4.cil.c,SVC,OK,80.85804864,81.09614987,72916992,OK,108.452788,66.28264576,81309696,1.223489934
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--host--xhci-hcd.ko-entry_point.cil.out.c,SVC,OK,80.60571556,80.63011145,90681344,OK,100.45215,26.6454609,102920192,3.026035532
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--be2iscsi--be2iscsi.ko-entry_point.cil.out.c,SVC,OK,80.01141367,80.03687347,66052096,OK,101.0807385,29.19651297,79810560,2.741316183
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--applesmc.ko-entry_point.cil.out.c,SVC,OK,79.94699132,79.85859874,39432192,OK,107.0121355,42.57890365,38899712,1.8755438
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--be2iscsi--be2iscsi.ko-entry_point.cil.out.c,SVC,OK,79.40185865,79.43072188,66519040,OK,100.0026963,29.75112463,80986112,2.669839304
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-chelsio-cxgb4-cxgb4.cil.c,SVC,OK,78.95752887,78.97675199,72609792,OK,110.6427964,66.49261355,80920576,1.18775226
ldv-challenges/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-chelsio-cxgb4-cxgb4.cil.c,SVC,OK,78.86784208,78.89440661,71663616,OK,109.0057678,65.55514832,78700544,1.203481475
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ipw2x00--ipw2100.ko-entry_point.cil.out.c,SVC,OK,76.29419694,76.32518868,80396288,OK,105.5840669,33.82270993,102391808,2.256625469
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--lustre--lnet--lnet--lnet.ko-entry_point.cil.out.c,SVC,OK,74.57851619,74.60977396,86876160,OK,125.9342973,53.48758588,98447360,1.394898886
